Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ROOM1:Zone Windows Total Heat Gain Energy [J](TimeStep),ROOM1:Zone Windows Total Heat Loss Energy [J](TimeStep),WALL_NORTH:Surface Inside Face Temperature [C](TimeStep),WALL_NORTH:Surface Outside Face Temperature [C](TimeStep),WALL_NORTH:Surface Inside Face Net Surface Thermal Radiation Heat Gain Energy [J](TimeStep),WALL_SOUTH:Surface Inside Face Temperature [C](TimeStep),WALL_SOUTH:Surface Outside Face Temperature [C](TimeStep),WALL_SOUTH:Surface Inside Face Net Surface Thermal Radiation Heat Gain Energy [J](TimeStep),WALL_EAST:Surface Inside Face Temperature [C](TimeStep),WALL_EAST:Surface Outside Face Temperature [C](TimeStep),WALL_EAST:Surface Inside Face Net Surface Thermal Radiation Heat Gain Energy [J](TimeStep),WALL_WEST:Surface Inside Face Temperature [C](TimeStep),WALL_WEST:Surface Outside Face Temperature [C](TimeStep),WALL_WEST:Surface Inside Face Net Surface Thermal Radiation Heat Gain Energy [J](TimeStep),FLOOR:Surface Inside Face Temperature [C](TimeStep),FLOOR:Surface Outside Face Temperature [C](TimeStep),FLOOR:Surface Inside Face Net Surface Thermal Radiation Heat Gain Energy [J](TimeStep),ROOF:Surface Inside Face Temperature [C](TimeStep),ROOF:Surface Outside Face Temperature [C](TimeStep),ROOF:Surface Inside Face Net Surface Thermal Radiation Heat Gain Energy [J](TimeStep),MYBINDO:Surface Inside Face Temperature [C](TimeStep),MYBINDO:Surface Outside Face Temperature [C](TimeStep),MYBINDO:Surface Inside Face Net Surface Thermal Radiation Heat Gain Energy [J](TimeStep),ROOM1:Zone Mean Air Temperature [C](TimeStep),ROOM1:Zone Air System Sensible Heating Energy [J](TimeStep),ROOM1:Zone Air System Sensible Cooling Energy [J](TimeStep) 
 03/02  05:00:00,15.6,0.0,225941.94928808574,25.980829631827575,14.671578693896095,35228.920652095214,26.349394136694333,15.036508940345186,-56656.04144005796,26.134114992834224,14.708729924063427,-15893.40088195023,26.13204155826782,14.781832118241436,-15201.233777592404,26.31597347122728,16.78886984603504,-145136.67696083055,26.03436632050078,7.202816097025316,32776.06783234973,21.54116523721501,16.446920411142855,164882.36457598614,26.15647220678116,0.0,0.0 
 03/02  06:00:00,15.5,0.0,228163.3216611411,25.94066142809923,14.382558804006322,31720.253770012187,26.29948074886692,14.761850869735843,-56653.196915570705,26.08978708879215,14.414266131653124,-17993.919835458368,26.085877926427038,14.49555841749459,-16689.638685738897,26.26472011023388,16.61686260173926,-144672.72315479917,25.97570698191607,6.2904323929445365,37818.4794171948,21.443455649466102,16.29301797977189,166470.74540436023,26.100797755269728,0.0,0.0 
 03/02  07:00:00,15.4,0.0,229818.44108253793,25.897613038373247,14.204369137674808,28337.617269249375,26.246161120295174,14.588946447929937,-56447.00284035999,26.04192775951123,14.233017315203256,-19751.325856171916,26.03690377574187,14.320083961750392,-18075.85882448071,26.211361633139187,16.47997583732414,-144462.85835945897,25.91455868515442,5.906016854759039,42839.56200667855,21.35725213827493,16.165206714893657,167559.86660454414,26.049392452231935,0.0,0.0 
 03/02  08:00:00,16.3,144598.60200828468,0.0,25.90104237454363,15.608152798524918,34658.08447832914,26.2154132282961,15.950972302909683,-46815.03851963754,26.04111848960465,15.669457394244086,-12015.955242297172,26.03538680438546,21.01601717464361,-10106.171755490599,26.237124469380365,17.127621621069004,-146532.3616771545,25.903871704768896,10.612183316573875,63565.42673980962,22.78773685213855,17.903637389372477,117246.01597644133,26.082643148372014,0.0,0.0 
 03/02  09:00:00,17.0,1015849.5251567193,0.0,25.983323928073123,17.815127588606234,61415.19053574047,26.24933443023746,21.282366843208813,-22604.77641368066,26.118581187921176,17.845964209812983,16316.571234737181,26.11256177686153,37.960701009238925,18324.78739581942,26.484730332065723,17.687685024419473,-200905.7639126729,25.97545789094066,25.242291434355742,121112.25110713995,25.98699826429271,21.3092687825972,6341.74005291643,26.829807884556104,0.0,0.0 
 03/02  10:00:00,19.9,1964421.3891845946,0.0,26.166219130616586,21.276099921105363,92942.28676841155,26.373501625476916,30.904313879673026,9441.39206687534,26.290296193853987,21.299136213788998,51492.237602040914,26.28489288302639,42.21472835854526,53298.37809849221,26.902666246118503,19.859585957759833,-291181.60906467395,26.15730665334457,35.630022639058446,181364.42947636597,29.015346027489443,24.78626953235664,-97357.11494751199,26.993625034803262,0.0,0.0 
 03/02  11:00:00,25.1,2821629.0071641416,0.0,26.294019189853515,26.128820553733608,128794.90095136157,26.455873946260763,41.17864478838693,42209.09548233042,26.412595455849942,26.147171487988025,89132.85340422929,26.40942847801535,42.291538252254846,90192.77344113617,27.323330762119642,24.19109434433507,-410871.6326043357,26.27634760224272,43.950160416256146,254698.63204093158,31.7403096440554,28.98474531240936,-194156.622715653,27.18082599233683,0.0,0.0 
 03/02  12:00:00,25.2,3269297.153067289,0.0,26.41317856991572,27.260945331577254,149126.3411948502,26.545394619556223,45.166179530519955,65696.95694570514,26.52585476194822,27.276378224591323,111395.20658102896,26.52980786344409,36.18085883308928,110070.17684081335,27.668320926119502,24.698992186453673,-518023.74346481904,26.390558279583963,46.789240985102204,296279.3463719306,32.432903856038934,29.53695931642625,-214544.28446950915,27.37028984138717,0.0,0.0 
 03/02  13:00:00,25.9,3447495.8324231114,0.0,26.519102909153524,28.184075366295637,162531.55112077107,26.628165535261896,48.526765113231036,81839.14553067938,26.626134076650498,28.197693996550186,126653.40914466935,26.644524470676238,29.6840228885518,120483.81959828315,27.91017990781421,25.470532490118064,-580832.0083355891,26.49790680094963,48.19983577570309,320701.779518988,32.998918981269526,30.275730414351187,-231377.6965778018,27.509800305929218,0.0,0.0 
 03/02  14:00:00,28.5,3334728.225975571,0.0,26.5985091194634,30.238851455084152,169397.93269592556,26.69475459683451,47.97611255728825,89000.9628460442,26.70025012905635,37.190198876736886,135266.59275485104,26.740152798418965,30.88037726007381,121869.29989711929,28.024497597702325,27.710954422887486,-590962.1318754132,26.586401039592957,48.65585746833101,327922.2190187018,33.62246915570432,31.784774932173548,-252494.87533722876,27.60901313929981,0.0,0.0 
 03/02  15:00:00,28.8,2925606.726073461,0.0,26.64651428091603,30.22385191784323,163087.91703907563,26.742524963915066,44.40092741606604,85321.54057653561,26.74328144903283,43.81762357312409,130605.0779399604,26.808679051155742,30.58607243782992,108666.09269144846,27.99776625774662,28.202536345759928,-555628.0478583346,26.651504637755735,45.8905149826561,305319.7864939736,33.27108831190799,31.584812012425175,-237372.3668826587,27.642570745829016,0.0,0.0 
 03/02  16:00:00,28.1,2166996.268810972,0.0,26.643372807810305,29.22877140984084,144185.23807052601,26.760338030573898,38.552069616289884,68539.20751991245,26.735828684198083,47.421303299856234,113155.41095369408,26.82609293279407,29.446966711214426,82831.71996013125,27.8135497528767,27.783945678431937,-474442.1649439023,26.670941797074136,40.7554367527895,255045.5342577506,32.003014494705326,30.227454392958293,-189314.94581811194,27.59196763699101,0.0,0.0 
 03/02  17:00:00,28.0,1263448.2992347837,0.0,26.59638077279265,28.22368742273879,117471.24216443472,26.750367265862774,32.27950564169333,42590.27754729706,26.686543126622237,44.58816171078187,87225.25649190815,26.796373158983254,28.378202073030668,50343.36798114357,27.514597725889516,27.766496949585452,-363035.32153257256,26.65053841816825,33.494845730339314,187667.9920629123,30.161998356343815,28.50993498546609,-122262.81471512352,27.48064160282691,0.0,0.0 
 03/02  18:00:00,27.5,437799.2062798839,0.0,26.518749110330205,26.67713444239804,88313.14005114378,26.726194488505456,27.950226318424523,13085.763267586357,26.61087544639022,34.12534117282411,57431.545318589924,26.731125060436433,26.82651753241556,17079.391461433326,27.197116758204427,27.416243829443793,-264479.2946233458,26.601052828336563,24.82023677358636,114695.3251189862,27.481817677935396,25.917964544593588,-26125.870594393473,27.35276894593198,0.0,0.0 
 03/02  19:00:00,26.3,0.0,81087.9926161191,26.429615689564997,24.546140094098476,69980.77204724455,26.698537881264702,25.479700191556727,-11266.963662562948,26.52994131010493,25.966834326812165,36379.135708840215,26.64925611918937,24.746535700215905,-3626.00611583355,26.964246536695544,26.504868392538853,-207228.56084011297,26.540267284607047,17.338064349837662,62102.028023428335,25.194084585885662,23.372504809203292,53659.594838996694,26.949480788310048,0.0,0.0 
 03/02  20:00:00,23.8,0.0,105426.448444667,26.368618083426192,22.628824162690243,66817.40366946043,26.677621219189184,23.304949228553618,-22774.67491536303,26.485164749554432,23.401992841107997,27803.414582604277,26.59449092116718,22.786411190174242,-8833.803710277794,26.849288525372327,24.519839618168923,-178688.92561690157,26.507290379441685,16.056577325782325,38419.281143352935,24.4765235573185,22.098336799175286,77257.30484712512,26.814494218471506,0.0,0.0 
 03/02  21:00:00,23.3,0.0,114727.3172746863,26.351795701095323,21.909026059221528,65467.05461893551,26.687634789694208,22.49475434789165,-30679.244168351357,26.487548780145204,22.368323011987552,20049.357850811324,26.57761761200748,22.066519094824372,-10153.945201893444,26.783543297364137,23.92158059206646,-150413.3085086273,26.515350740947902,14.815735932406062,20310.99120091146,24.22956794219624,21.641617590221244,85419.09420821394,26.826676838778543,0.0,0.0 
 03/02  22:00:00,22.3,0.0,136210.48287604193,26.347368403969984,20.806603298287683,62668.24613995634,26.701547216897477,21.345943270445023,-36599.786564982795,26.502308417679362,21.104559496683784,10826.111874017362,26.56987874252652,20.970419620447494,-11842.052183727714,26.7396163354491,23.025921281467372,-130519.24638677161,26.527589710893995,12.911020831413095,4420.060437813084,23.785901117812955,20.707447147438188,101046.66668369537,26.833088910960253,0.0,0.0 
 03/02  23:00:00,20.0,0.0,173463.86277855994,26.340768043238732,18.816754340334896,57827.21464376424,26.707034689913257,19.299256308900517,-41311.67498545749,26.511923171227473,19.02359990092451,552.7933508120282,26.55802513031126,18.956395665384175,-14920.206306747732,26.70229463355619,21.134038502697877,-120073.97056315666,26.52821624567462,10.607850299055583,-9357.202706222817,23.039977430231886,19.142311830973313,127283.04656700917,26.589728828793465,0.0,0.0 
 03/02  24:00:00,19.3,0.0,180371.6699364993,26.322121903938175,18.091805339709634,56343.55075447226,26.699217292390408,18.549494340552737,-44850.49027649367,26.50767829877724,18.230767117526803,-5747.576900492778,26.536226217261923,18.229980899555304,-15334.311434537087,26.6674177202474,20.366291889825096,-112455.10289228463,26.50955356555023,10.181112065261088,-12206.058721383684,22.821866180623488,18.754567608184516,134249.98947071983,26.447357156043292,0.0,0.0 
